10percentage,12percentage,CollegeTier,Degree,Specialization,collegeGPA,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
80.8,81.5,2,B.Tech/B.E.,CS/IT,74.0,560,455,405,0.23780283983757,505,-1,315,-1,-1,-1,-1,1.9953,1.0449,0.4711,-1.6289,0.8637,300000
77.6,59.0,2,B.Tech/B.E.,CS/IT,58.66,405,585,334,0.308400582860308,355,-1,-1,-1,-1,-1,-1,0.0464,0.9688,-0.1988,-0.7015,-1.2354,320000
87.0,79.0,2,B.Tech/B.E.,ECE,70.0,440,540,535,0.75618011362902,465,-1,-1,-1,-1,388,-1,-2.1698,-4.2831,-1.8344,-0.4879,-5.0763,515000
89.8,83.8,2,B.Tech/B.E.,CS/IT,70.0,535,455,525,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.2628,0.1888,0.3817,-0.2902,1.6082,680000
80.0,89.0,2,B.Tech/B.E.,CS/IT,62.0,325,530,405,0.356536487724475,275,-1,346,-1,-1,-1,-1,0.99,0.3789,-0.2974,-1.1218,-1.244,345000
84.0,83.0,2,B.Tech/B.E.,CS/IT,74.5,725,465,555,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.4173,0.7348,-0.0537,-0.52527,-0.4455,650000
91.0,80.0,2,B.Tech/B.E.,ECE,76.0,535,475,415,0.538386892985096,-1,333,-1,-1,-1,286,-1,-0.5719,-0.1232,0.3817,-0.5253,0.5419,435000
89.6,83.8,2,B.Tech/B.E.,ECE,76.4,650,565,595,0.338786347219528,505,292,-1,-1,-1,-1,-1,0.7027,0.2124,-0.2974,0.3995,1.0554,530000
82.0,60.0,2,B.Tech/B.E.,CS/IT,80.0,585,525,475,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.1082,0.3448,-0.9245,-0.7603,-0.7615,520000
70.0,73.8,2,B.Tech/B.E.,CS/IT,70.13,825,505,485,0.884122511593735,535,-1,-1,-1,-1,-1,-1,0.51,0.8128,1.2525,0.8848,0.5024,915000
59.57,55.0,2,M.Tech./M.E.,CS/IT,88.0,395,540,535,0.992259189330951,665,-1,-1,-1,-1,-1,-1,0.4155,-0.4536,-1.8344,-0.8682,-0.0943,345000
83.0,81.0,2,B.Tech/B.E.,EE,79.2,440,655,705,0.837620725714257,285,-1,-1,-1,500,-1,-1,-1.0208,0.3789,0.6248,-1.6289,-0.2859,380000
67.8,65.2,2,B.Tech/B.E.,CS/IT,72.18,525,305,405,0.245455659999829,335,-1,-1,-1,-1,-1,-1,0.51,0.0328,-0.7794,-0.2902,0.7788,380000
82.4,81.2,2,B.Tech/B.E.,CS/IT,69.0,535,470,585,0.622642915849938,385,-1,407,-1,-1,-1,-1,0.99,1.0449,0.6248,-0.8682,-1.6273,275000
79.0,74.6,2,B.Tech/B.E.,CS/IT,71.2,525,435,505,0.488347976782714,405,-1,-1,-1,-1,-1,-1,-1.4606,-1.0593,-0.344,1.1492,-2.3412,480000
81.2,82.8,2,B.Tech/B.E.,CS/IT,73.0,525,625,585,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.51,1.1248,0.5269,-0.7603,0.6603,590000
73.5,71.0,2,B.Tech/B.E.,mechanical engineering,71.0,570,545,500,0.829584599793067,-1,-1,-1,469,-1,-1,-1,0.99,0.8784,0.6248,-1.5021,0.6721,525000
90.6,94.3,2,B.Tech/B.E.,ECE,84.0,520,460,620,0.493596387301038,455,324,-1,-1,-1,-1,-1,0.99,0.5454,0.7785,-1.6289,0.6721,500000
91.6,90.2,2,B.Tech/B.E.,CS/IT,74.0,615,610,680,0.978799292641428,495,-1,561,-1,-1,-1,-1,0.2718,0.8784,-1.6807,1.0333,0.6721,650000
86.0,83.8,2,B.Tech/B.E.,CS/IT,77.0,555,605,560,0.486747008438193,465,-1,376,-1,-1,-1,-1,0.9737,1.4368,0.5994,-0.2902,0.3444,705000
73.0,79.0,2,B.Tech/B.E.,ECE,75.0,440,315,430,0.538386892985096,-1,333,-1,-1,-1,420,-1,-0.4463,-1.9521,-0.4511,-0.4879,-1.4356,440000
65.0,50.0,2,MCA,CS/IT,73.14,625,495,430,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-0.8772,-0.6201,-0.4511,0.653,-0.4776,440000
86.0,82.0,2,B.Tech/B.E.,CS/IT,71.0,485,505,505,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-1.0355,-0.1232,0.2366,-0.6428,-0.6035,400000
86.0,74.44,2,B.Tech/B.E.,CS/IT,73.38,520,575,650,0.486747008438193,695,-1,376,-1,-1,-1,-1,0.5591,-0.4536,-0.6048,-0.6147,-0.0943,650000
91.6,85.8,2,B.Tech/B.E.,ECE,77.7,534,575,685,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-0.5719,1.5928,0.5269,-0.1727,0.1864,535000
89.0,78.0,2,B.Tech/B.E.,CS/IT,73.14,545,485,544,0.884122511593735,535,-1,-1,-1,-1,-1,-1,0.51,0.5008,0.672,-0.43717,0.3444,510000
87.4,83.0,1,B.Tech/B.E.,biotechnology,71.0,645,485,544,-1.0,355,-1,-1,-1,-1,-1,-1,0.51,0.5008,0.672,0.0623,0.6603,650000
78.0,83.0,1,B.Tech/B.E.,CS/IT,72.13,444,555,695,0.999904558268382,804,-1,-1,-1,-1,-1,-1,0.6646,0.3448,0.8171,0.6498,0.0284,800000
93.33,76.66,1,B.Tech/B.E.,Others,72.0,650,570,750,-1.0,515,-1,-1,-1,-1,-1,-1,0.5591,0.3789,-0.1437,-0.2344,0.6721,535000
75.0,77.0,2,B.Tech/B.E.,ECE,70.45,455,595,545,0.112139438207403,425,228,-1,-1,-1,-1,-1,1.2772,1.2114,1.3933,-0.1076,0.8637,350000
71.3,63.8,2,MCA,CS/IT,79.6,325,475,370,0.622642915849938,425,-1,407,-1,-1,-1,-1,-1.308,-0.2871,-0.2974,1.1601,-1.244,380000
81.0,73.0,2,B.Tech/B.E.,CS/IT,61.6,640,570,495,0.356536487724475,535,-1,346,-1,-1,-1,-1,-0.4463,0.8784,0.4711,-2.136,0.6721,560000
55.0,68.0,2,B.Tech/B.E.,CS/IT,74.9,440,560,545,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.5591,0.3789,1.3933,-1.2486,-1.0524,380000
83.4,88.2,2,B.Tech/B.E.,ECE,72.3,450,450,445,0.124502074009537,-1,233,-1,-1,-1,-1,-1,0.4155,0.3789,1.2396,1.0333,-0.0943,380000
64.8,69.4,2,B.Tech/B.E.,CS/IT,73.8,465,475,385,0.356536487724475,525,-1,346,-1,-1,-1,-1,0.1282,0.8784,-0.1437,-0.2344,0.2889,440000
83.5,87.2,2,B.Tech/B.E.,CS/IT,79.95,580,615,510,0.953899775079926,485,-1,530,-1,-1,-1,-1,0.5591,1.0449,-0.6048,0.7798,-1.0524,550000
82.27,80.58,2,B.Tech/B.E.,ECE,61.0,495,465,575,0.124502074009537,275,233,-1,180,-1,-1,-1,-0.4173,-0.7473,-0.0537,0.2973,0.0284,600000
71.1,64.5,2,B.Tech/B.E.,mechanical engineering,60.05,560,340,390,0.328746378624932,-1,-1,-1,346,-1,-1,-1,-0.0154,-0.6201,-0.4511,0.1459,-1.244,350000
91.4,81.2,1,B.Tech/B.E.,CS/IT,73.0,755,640,740,0.998876108102859,685,-1,653,-1,-1,-1,-1,-0.2632,0.8993,-0.4226,-0.3414,0.1275,350000
78.0,79.4,2,B.Tech/B.E.,CS/IT,76.76,465,575,625,0.864685413370085,525,-1,-1,-1,-1,-1,-1,1.2828,0.7348,0.0552,-0.0552,-0.9194,655000
77.0,69.0,2,B.Tech/B.E.,ECE,84.1,490,590,655,-1.0,385,-1,-1,-1,-1,-1,-1,0.5591,0.7119,0.4711,-1.6289,0.6721,440000
80.0,75.0,2,B.Tech/B.E.,EE,71.56,375,495,445,0.376059586651545,-1,300,-1,-1,-1,-1,-1,0.51,0.3448,0.2075,0.9169,0.0284,550000
89.0,94.16,2,B.Tech/B.E.,CS/IT,89.2,425,515,655,0.930370607202691,565,-1,-1,-1,-1,-1,-1,0.0464,1.3198,-0.4891,-1.11277,-0.2875,585000
87.33,82.46,2,B.Tech/B.E.,mechanical engineering,73.83,640,610,650,0.995613796625388,-1,-1,-1,616,-1,-1,-1,1.2828,0.8128,0.0914,-0.8778,0.6603,640000
73.94,79.16,2,MCA,CS/IT,86.0,535,460,680,0.974396112538398,615,-1,-1,-1,-1,-1,-1,0.4155,-0.4536,0.9322,-0.995,-0.4776,580000
79.8,81.0,2,B.Tech/B.E.,ECE,76.03,425,535,605,0.694479327708463,-1,366,-1,-1,-1,-1,-1,1.4374,0.1498,-0.598,-1.58287,-0.7615,620000
92.0,94.8,2,B.Tech/B.E.,ECE,77.33,505,525,505,0.960603251997053,-1,466,-1,-1,-1,-1,-1,0.0464,0.9688,-0.1626,1.3549,-0.7615,560000
76.0,78.0,2,B.Tech/B.E.,EE,70.6,730,570,665,0.661834475840071,-1,-1,-1,-1,446,-1,-1,-0.5899,-0.7866,1.0859,-0.1076,-0.4776,520000
78.93,65.0,2,B.Tech/B.E.,CS/IT,67.63,535,535,455,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.2628,1.5538,0.5994,-0.29027,0.3444,555000
80.6,74.6,2,B.Tech/B.E.,CS/IT,57.5,485,440,445,0.356536487724475,485,-1,346,-1,-1,-1,-1,0.2718,0.2124,0.7785,1.9207,-0.6692,380000
83.2,77.33,2,B.Tech/B.E.,EE,75.67,655,415,485,0.376059586651545,345,300,-1,-1,-1,-1,-1,-0.4173,0.1888,-0.344,-1.4653,-0.6035,690000
52.7,45.6,2,MCA,CS/IT,69.7,345,385,345,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-2.272,-1.5273,-1.0697,0.7673,-0.4455,500000
69.5,68.5,2,B.Tech/B.E.,CS/IT,69.9,475,500,235,0.413838255788123,385,-1,-1,-1,-1,-1,-1,0.5591,1.0449,1.2396,0.3995,1.0554,2200000
85.0,85.6,2,M.Tech./M.E.,CS/IT,80.0,630,510,485,0.622642915849938,585,-1,407,-1,-1,-1,-1,1.2772,0.0459,0.3174,-0.995,1.0554,320000
67.25,63.4,2,B.Tech/B.E.,EE,69.97,455,565,565,0.694479327708463,365,366,-1,-1,-1,-1,-1,0.9737,1.2808,0.8171,-0.0552,1.4502,440000
88.2,80.8,2,B.Tech/B.E.,CS/IT,70.0,735,595,545,0.999910407631314,535,-1,715,-1,-1,-1,-1,1.9953,1.0449,-0.1437,-2.3895,0.2889,525000
76.2,63.8,2,B.Tech/B.E.,CS/IT,66.0,455,455,465,0.144789889482462,335,-1,284,-1,-1,-1,-1,-1.308,0.3789,-0.9122,0.2727,0.0973,300000
67.2,58.6,2,B.Tech/B.E.,CS/IT,66.6,630,565,620,0.842248322257836,465,-1,469,-1,-1,-1,-1,-0.159,0.5454,0.3174,0.1459,-0.2859,380000
76.0,66.66,2,B.Tech/B.E.,mechanical engineering,65.0,500,400,475,0.125690182237981,375,-1,-1,284,-1,-1,-1,-2.457,-0.7866,0.01,0.2727,-2.2021,450000
89.5,78.83,1,B.Tech/B.E.,Others,73.0,455,485,605,0.863724177728167,425,-1,-1,-1,-1,-1,-1,-2.7443,0.2124,-1.527,1.1601,-0.2859,500000
56.0,63.0,2,B.Tech/B.E.,ECE,65.0,404,495,405,0.279258511565122,255,-1,-1,-1,-1,292,-1,0.2718,-0.9531,0.4711,-1.1218,-1.0524,420000
90.2,84.8,1,B.Tech/B.E.,CS/IT,66.23,545,670,680,0.842248322257836,725,-1,469,-1,-1,-1,-1,-0.4463,1.2114,1.0859,-0.8682,0.4805,1700000
75.6,77.0,2,B.Tech/B.E.,mechanical engineering,70.66,505,404,524,0.535862819499896,295,-1,-1,393,-1,-1,-1,0.6646,1.7488,0.2366,0.5323,0.6603,475000
83.68,84.5,2,B.Tech/B.E.,CS/IT,72.3,580,605,570,0.622642915849938,585,-1,407,-1,-1,-1,-1,-1.308,-1.7856,-0.6048,1.0333,-2.5853,700000
79.8,75.6,2,B.Tech/B.E.,ECE,61.9,405,620,620,0.376059586651545,395,300,-1,-1,-1,-1,-1,1.1336,1.0449,0.4711,-0.4879,0.2889,710000
84.4,76.0,2,B.Tech/B.E.,mechanical engineering,63.0,430,595,545,0.977066467141653,-1,-1,-1,561,-1,-1,-1,0.8463,0.2124,0.4711,-0.3612,-0.0943,385000
72.0,72.0,2,B.Tech/B.E.,CS/IT,70.5,440,570,530,0.819416529835888,505,-1,-1,-1,-1,-1,-1,0.0464,0.6178,-0.3803,-1.1128,0.1864,690000
85.8,83.0,1,B.Tech/B.E.,ECE,91.0,555,545,590,0.649389714846691,655,356,-1,-1,-1,-1,-1,-0.159,0.5454,0.4711,-1.1218,-0.6692,500000
73.0,77.0,2,B.Tech/B.E.,ECE,79.67,475,585,515,0.229481754911755,-1,266,-1,-1,-1,-1,-1,0.51,0.8128,-1.0697,-0.4371,0.1864,610000
73.0,57.8,2,B.Tech/B.E.,CS/IT,58.0,375,435,495,0.276047228046856,345,-1,-1,-1,-1,-1,-1,-0.2628,0.0328,-0.2714,0.2973,-1.0774,425000
83.04,72.6,2,M.Tech./M.E.,ECE,64.95,535,375,375,0.279258511565122,415,-1,-1,-1,-1,292,-1,1.4208,0.8784,-0.2974,0.7798,0.6721,300000
83.0,66.0,2,B.Tech/B.E.,mechanical engineering,78.0,305,515,495,0.714529363243447,-1,-1,-1,435,-1,-1,-1,0.9737,0.2668,0.5994,0.6498,-0.9194,530000
87.0,81.0,2,B.Tech/B.E.,ECE,72.0,570,495,525,0.0531603052826837,475,196,-1,-1,-1,-1,-1,0.5591,-0.1206,0.01,-1.6289,-1.6273,500000
85.0,82.0,2,B.Tech/B.E.,ECE,70.6,510,655,665,-1.0,505,-1,315,-1,-1,-1,-1,0.8463,0.8784,0.7785,-1.2486,-0.4776,525000
79.2,76.6,2,B.Tech/B.E.,ECE,67.6,650,580,635,0.976292560913216,395,484,-1,-1,-1,313,-1,-0.4463,0.2124,0.7785,1.0333,-0.8608,510000
74.0,81.0,2,B.Tech/B.E.,Others,67.1,510,555,530,-1.0,-1,-1,-1,-1,-1,-1,-1,0.2718,0.2124,0.01,0.2727,-0.0943,320000
77.86,64.33,2,M.Tech./M.E.,CS/IT,70.0,590,555,590,0.990008756723898,655,-1,-1,-1,-1,-1,-1,-1.4517,-1.1196,0.6248,1.794,-0.0943,725000
81.66,58.55,2,B.Tech/B.E.,information science engineering,55.9,630,680,560,0.486747008438193,465,-1,376,-1,-1,-1,-1,0.99,0.8784,1.0859,-0.7415,1.0554,430000
82.6,76.0,2,B.Tech/B.E.,EE,78.0,510,560,485,0.837620725714257,335,-1,-1,-1,500,-1,-1,-1.0208,-0.7866,0.01,1.6672,-1.4356,500000
89.0,90.6,2,B.Tech/B.E.,CS/IT,70.4,335,505,630,0.622642915849938,555,-1,407,-1,-1,-1,-1,1.4208,-0.2871,0.1637,-2.2627,0.6721,505000
85.0,76.7,2,B.Tech/B.E.,mechanical engineering,67.66,520,350,325,0.459015840492937,-1,-1,-1,376,-1,-1,-1,0.8463,0.0459,-1.9881,0.7798,1.6302,405000
91.2,84.63,2,B.Tech/B.E.,CS/IT,78.15,455,535,445,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-0.1082,0.9688,0.5269,-0.2902,0.3444,520000
83.4,77.4,1,B.Tech/B.E.,EE,70.0,565,675,725,0.910770164246022,405,433,-1,-1,-1,-1,-1,-0.5719,0.6568,0.8171,-0.8778,0.3444,710000
79.0,72.5,2,B.Tech/B.E.,EE,66.43,525,360,370,0.298769128563994,-1,-1,-1,-1,356,-1,-1,-0.0154,1.0449,-0.1437,-0.6147,1.4386,405000
62.4,67.17,2,B.Tech/B.E.,ECE,60.14,420,615,465,0.881620069530177,425,420,-1,-1,-1,-1,-1,-0.5899,-0.2871,0.01,0.1459,0.0973,340000
81.2,76.4,2,B.Tech/B.E.,mechanical engineering,72.3,765,605,665,0.755375120895548,-1,-1,-1,446,-1,-1,-1,1.5644,0.7119,1.2396,-2.3895,1.247,560000
90.6,92.3,2,B.Tech/B.E.,ECE,78.07,625,545,605,0.0587928000083534,445,200,-1,-1,-1,420,-1,0.2009,0.6568,-0.7794,-0.0552,0.9763,575000
55.0,43.0,2,MCA,CS/IT,62.0,305,415,285,0.245455659999829,335,-1,-1,-1,-1,-1,-1,0.51,0.4488,0.065,-1.1911,0.1187,380000
69.0,69.0,2,B.Tech/B.E.,CS/IT,66.0,325,305,430,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.4155,0.2124,0.4711,-0.7415,0.6721,395000
73.0,74.0,2,B.Tech/B.E.,CS/IT,69.2,415,635,455,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-0.7264,-0.4353,-1.2148,0.1798,-0.643,510000
72.4,72.8,2,B.Tech/B.E.,ECE,71.77,465,375,510,0.207392169717661,395,260,-1,-1,-1,-1,-1,0.2718,0.8784,0.7785,-0.2344,0.0973,525000
78.33,67.6,2,B.Tech/B.E.,CS/IT,65.72,510,655,605,0.488347976782714,405,-1,-1,-1,-1,-1,-1,1.8517,1.3779,1.0859,-2.136,1.6302,475000
68.0,59.2,2,B.Tech/B.E.,ECE,65.0,355,455,495,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-1.6538,-1.6833,-1.2148,1.3549,0.0284,575000
86.6,92.0,2,B.Tech/B.E.,CS/IT,77.96,495,555,425,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.8192,0.8128,0.5269,-1.4653,0.1864,715000
81.0,77.0,2,B.Tech/B.E.,CS/IT,82.9,445,505,525,0.563267823666597,425,-1,-1,-1,-1,-1,-1,0.3555,-0.5913,-0.6343,-0.9953,0.0284,580000
61.6,57.83,2,B.Tech/B.E.,CS/IT,49.07,655,425,555,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-1.2287,-0.2793,-0.4891,-0.08457,-0.1295,550000
85.83,86.0,2,B.Tech/B.E.,CS/IT,86.0,315,480,295,0.144789889482462,365,-1,284,-1,-1,-1,-1,-0.159,-1.2861,-0.9122,-2.0092,-1.244,465000
83.0,85.0,2,B.Tech/B.E.,EIE,70.0,535,410,370,0.338786347219528,375,292,-1,-1,313,-1,-1,-2.8879,-3.9501,-2.7565,-1.2486,-5.6512,525000
84.3,86.5,2,B.Tech/B.E.,electronics engineering,68.87,580,580,560,0.229481754911755,425,266,-1,-1,-1,286,-1,-1.0355,0.6568,0.8171,0.8848,0.4234,580000
69.66,69.6,2,B.Tech/B.E.,CS/IT,71.7,510,460,575,0.667326452482833,454,-1,-1,-1,-1,-1,-1,-2.457,-1.2861,-1.6807,0.653,-1.244,540000
79.78,64.0,2,B.Tech/B.E.,ECE,56.43,585,655,625,0.824666400671332,-1,400,-1,-1,-1,-1,-1,0.0464,0.8128,0.5269,-0.0552,-0.4455,480000
90.4,80.4,1,B.Tech/B.E.,CS/IT,74.0,325,555,705,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-0.159,0.5454,0.9322,0.5262,-1.0524,610000
84.0,88.0,2,B.Tech/B.E.,EE,72.5,580,565,545,0.423951396376433,325,-1,315,-1,388,-1,-1,0.1282,0.3789,1.3933,-0.7415,0.8637,500000
93.0,97.0,2,B.Tech/B.E.,ECE,80.5,585,655,735,0.538386892985096,455,333,-1,-1,-1,-1,-1,-0.880999999999999,1.1248,-2.9565,-0.78967,-1.2354,595000
91.86,94.5,2,B.Tech/B.E.,ECE,69.06,485,404,505,0.824666400671332,355,400,-1,-1,-1,-1,-1,-0.2628,-1.0593,-0.0537,-0.5253,0.3444,290000
79.66,87.0,2,B.Tech/B.E.,mechanical engineering,74.1,525,475,505,0.304510913720196,-1,-1,-1,340,-1,-1,-1,-0.880999999999999,-0.6693,-0.7068,0.0622299999999999,-0.1295,500000
87.0,92.0,2,B.Tech/B.E.,EE,63.96,445,605,525,0.298769128563994,315,-1,-1,-1,356,-1,-1,0.7027,-0.2871,-0.2974,-0.6147,-1.8189,360000
65.0,58.0,2,B.Tech/B.E.,CS/IT,70.0,404,464,425,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-0.4173,0.6178,-0.4891,0.6498,-0.4455,345000
70.2,61.8,2,B.Tech/B.E.,CS/IT,69.0,455,370,485,0.622642915849938,395,-1,407,-1,-1,-1,-1,0.1282,-0.1206,-1.0659,1.794,0.2889,350000
73.0,62.0,2,B.Tech/B.E.,CS/IT,75.0,405,545,535,0.953899775079926,495,-1,530,-1,-1,-1,-1,0.7027,-1.2861,-0.9122,-0.7415,-0.8608,345000
70.0,43.42,2,B.Tech/B.E.,ECE,55.52,370,360,270,0.649389714846691,-1,356,-1,-1,-1,-1,-1,-0.7335,-2.1186,-1.9881,-0.4879,-5.0763,380000
84.67,86.46,1,B.Tech/B.E.,Others,85.8,545,525,715,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.3447,-1.0593,0.672,1.0024,-1.7093,930000
63.0,64.0,2,B.Tech/B.E.,EE,72.4,500,460,415,0.193768441980019,395,-1,-1,-1,324,-1,-1,1.1336,0.7119,0.1637,-0.4879,-0.4776,305000
88.8,94.6,2,B.Tech/B.E.,EE,80.6,510,525,720,0.938399136791175,345,-1,-1,-1,553,-1,-1,-0.7335,-1.4526,-0.2974,-0.4879,-0.8608,505000
76.0,67.0,2,B.Tech/B.E.,ECE,64.0,730,520,590,0.538386892985096,375,333,-1,-1,-1,-1,-1,1.1336,1.3779,1.2396,1.1601,1.0554,525000
64.4,79.2,2,B.Tech/B.E.,CS/IT,70.14,560,545,595,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-0.0154,0.3789,0.4711,-0.1076,0.2889,380000
87.8,83.8,2,B.Tech/B.E.,CS/IT,80.0,310,535,470,-1.0,-1,-1,-1,-1,-1,-1,-1,0.4034,0.4934,-0.6339,-1.3255,0.7631,360000
85.0,94.6,2,B.Tech/B.E.,mechanical engineering,80.02,545,510,485,0.993917312137124,-1,-1,-1,606,-1,-1,-1,-0.5899,1.5444,-0.2974,-0.4879,0.6721,410000
81.0,66.0,2,B.Tech/B.E.,CS/IT,80.0,545,545,595,0.356536487724475,345,-1,346,-1,-1,-1,-1,-0.7335,0.0459,-0.1437,-0.1076,0.4805,475000
71.66,73.8,1,B.Tech/B.E.,CS/IT,63.88,425,485,405,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.9737,1.1248,0.2366,0.0623,-0.0506,350000
91.2,77.8,2,B.Tech/B.E.,CS/IT,77.8,535,540,570,0.911395278391328,395,-1,500,-1,-1,-1,-1,1.2772,0.2124,0.6248,-1.3753,0.4805,410000
82.2,81.0,1,B.Tech/B.E.,ECE,81.0,395,425,460,0.783303536670298,525,388,-1,-1,-1,-1,-1,1.4208,1.2114,1.7007,-0.7415,0.4805,380000
83.0,73.0,2,B.Tech/B.E.,ECE,67.0,595,625,560,0.338786347219528,405,292,-1,-1,-1,-1,-1,-0.3027,0.7119,1.3933,-2.3895,0.6721,525000
93.0,94.6,2,B.Tech/B.E.,ECE,78.15,515,635,725,0.694479327708463,-1,366,-1,-1,-1,260,-1,0.8578,1.7488,0.0914,-1.3184,0.5024,560000
57.0,58.0,2,MCA,CS/IT,74.8,520,595,515,0.842248322257836,605,-1,469,-1,-1,-1,-1,-0.8772,-0.7866,-1.9881,2.6814,-0.2859,380000
83.0,63.0,2,B.Tech/B.E.,CS/IT,66.0,450,495,515,0.23780283983757,375,-1,315,-1,-1,-1,-1,0.1282,-0.2871,0.3174,-1.8824,0.0973,360000
82.4,68.0,2,B.Tech/B.E.,CS/IT,67.23,555,485,445,0.488347976782714,405,-1,-1,-1,-1,-1,-1,1.4374,0.9688,-0.0537,-1.11277,-0.2875,685000
88.2,91.0,1,B.Tech/B.E.,CS/IT,75.7,720,510,655,0.486747008438193,525,-1,376,-1,-1,-1,-1,-0.4463,-0.6201,-0.1437,0.1459,-2.5853,550000
76.6,72.8,2,B.Tech/B.E.,CS/IT,76.0,500,530,620,0.998966943874751,735,-1,-1,-1,-1,-1,-1,-0.4463,-2.7846,-1.527,0.3995,-2.0105,525000
85.3,92.6,2,B.Tech/B.E.,CS/IT,69.43,645,635,695,0.930370607202691,565,-1,-1,-1,-1,-1,-1,0.3555,0.1888,-0.6343,2.2949,-0.9984,570000
68.6,70.0,2,B.Tech/B.E.,ECE,71.3,520,535,620,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-0.0154,1.0449,0.6248,-1.8824,0.8637,550000
79.4,80.4,1,B.Tech/B.E.,CS/IT,71.0,545,505,595,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.159,-1.9521,-0.7585,-0.7415,-2.2021,520000
71.0,64.6,2,B.Tech/B.E.,ECE,65.6,325,440,380,0.493596387301038,-1,324,-1,-1,-1,286,-1,-1.1644,1.0449,0.7785,1.4136,-0.6692,425000
61.0,61.8,2,B.Tech/B.E.,CS/IT,62.2,395,565,475,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.5522,0.8128,-1.0116,-1.3008,0.1864,400000
81.0,93.3,2,B.Tech/B.E.,ECE,74.42,520,440,605,0.538386892985096,445,333,-1,-1,-1,-1,-1,-1.308,-0.6201,-1.2196,1.2869,-0.8608,380000
72.3,95.0,2,B.Tech/B.E.,CS/IT,70.0,454,515,625,0.308400582860308,355,333,-1,-1,-1,-1,-1,0.0464,0.3448,-0.9245,-0.9953,0.6603,600000
75.38,72.0,2,B.Tech/B.E.,ECE,68.75,325,495,565,0.376059586651545,-1,300,-1,-1,-1,-1,-1,0.0464,-2.1513,1.1074,0.0623,0.8183,700000
87.2,76.6,1,B.Tech/B.E.,ECE,67.0,510,610,665,0.649389714846691,-1,356,-1,-1,-1,366,-1,-1.8825,-1.4526,-1.9881,1.5404,-1.244,525000
57.67,74.0,2,B.Tech/B.E.,CS/IT,76.26,555,495,810,0.843123726665742,515,-1,-1,-1,-1,-1,-1,0.3941,0.8128,0.2366,-1.3184,0.3444,460000
66.0,68.0,2,B.Tech/B.E.,CS/IT,71.0,500,555,605,0.911395278391328,465,-1,500,-1,-1,-1,-1,1.4208,1.2114,0.9322,-0.6147,1.0554,405000
80.33,89.6,2,B.Tech/B.E.,CS/IT,73.5,525,605,605,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.6646,0.5008,0.8171,-0.7603,0.5024,960000
78.0,85.0,2,B.Tech/B.E.,ECE,73.0,435,335,345,-1.0,345,-1,-1,-1,-1,-1,-1,0.2009,0.5008,0.0914,0.5323,0.1864,380000
91.2,95.2,2,B.Tech/B.E.,ECE,76.2,580,645,635,0.997642771699029,525,-1,-1,-1,-1,548,-1,0.8463,0.7119,1.8543,-1.1218,0.2889,510000
87.0,86.54,2,B.Tech/B.E.,ECE,78.4,325,415,470,0.376059586651545,-1,300,-1,-1,-1,-1,-1,0.4285,0.1125,0.7785,-0.3612,0.166999999999999,350000
55.6,68.0,2,B.Tech/B.E.,CS/IT,67.84,455,385,355,0.190153405601018,315,-1,-1,-1,-1,-1,-1,0.8192,0.3448,0.5269,0.6498,0.6603,380000
89.33,95.5,1,B.Tech/B.E.,ECE,79.96,545,520,645,0.997298967866528,495,548,-1,-1,-1,-1,-1,0.5591,0.8784,0.6248,0.653,1.0554,395000
74.6,73.4,2,B.Tech/B.E.,CS/IT,71.06,555,475,615,0.916869961103619,555,-1,-1,-1,-1,-1,-1,1.2828,1.1248,1.8331,-0.1727,1.6082,570000
71.0,70.8,2,B.Tech/B.E.,CS/IT,75.0,325,485,575,0.911395278391328,465,-1,500,-1,-1,-1,-1,0.1282,1.2114,2.008,0.2727,0.6721,440000
